id,prediction
1.23113334816632E+018,1
1.23009463225772E+018,1
1.21779679556636E+018,1
1.19444587640991E+018,1
1.19444570779888E+018,1
1.18704302143252E+018,1
1.18625445196066E+018,1
1.17427774498691E+018,1
1.15980433934875E+018,1
1.13976887920952E+018,1
1.13582269748767E+018,0
1.13404660913677E+018,1
1.13341838255483E+018,1
1.12961627671469E+018,1
1.12761915459961E+018,1
1.12527479887408E+018,1
1.12346296899233E+018,0
1.12321184216637E+018,1
1.11884572027302E+018,1
1.11844030790395E+018,1
1.11734803425237E+018,1
1.11411915316052E+018,1
1.11156155566417E+018,1
1.1086946200772E+018,1
1.10788120015108E+018,1
1.09591476936467E+018,1
1.09097465785396E+018,1
1.08372353517084E+018,1
1.08254019402746E+018,1
1.08190689289134E+018,1
1.08083077094669E+018,1
1.07737689091295E+018,1
1.07494083053059E+018,1
1.07463783102736E+018,1
1.07463597919186E+018,1
1.07249566072797E+018,1
1.06992405749012E+018,1
1.05432095544567E+018,1
1.05393317524691E+018,0
1.04953397075958E+018,1
1.04806069498839E+018,1
1.04660629284708E+018,1
1.02744753198943E+018,1
1.0271446966765E+018,1
1.0264141875289E+018,1
1.0245868930217E+018,0
1.01143690642758E+018,1
1.01043136494721E+018,1
1.00820895349335E+018,1
1.00820620070455E+018,1
1.00352899546656E+018,1
9.95951522210107E+017,0
9.95549665385906E+017,1
9.95528463640683E+017,1
9.90791584210879E+017,1
9.90453404865565E+017,1
9.90318768147575E+017,1
9.8461806766044E+017,1
9.82158467350721E+017,1
9.75952162374259E+017,1
9.64076621778031E+017,1
9.63494933868044E+017,1
9.63267316673901E+017,1
9.63259269230612E+017,1
9.45137714646708E+017,1
9.4240150074316E+017,1
9.38052847228342E+017,1
9.3156196533973E+017,1
9.3104739768123E+017,0
9.29743952571523E+017,1
9.26459833196401E+017,1
9.22844663308005E+017,1
9.21383007306617E+017,1
9.18714390232253E+017,0
9.1668198726767E+017,1
9.15871687618462E+017,1
9.08699434917044E+017,1
9.07265726536405E+017,1
9.05789717408571E+017,1
9.01838012673348E+017,1
8.91289708831093E+017,1
8.90949974284022E+017,1
8.86956159365767E+017,1
8.86211346563572E+017,1
8.86113989230461E+017,1
8.85160588829241E+017,1
8.81143128329212E+017,1
8.80070796135338E+017,1
8.79346010534892E+017,1
8.77744193661268E+017,1
8.7744464661982E+017,1
8.74876935033238E+017,1
8.7211947727779E+017,1
8.72098253596E+017,1
8.71735866325991E+017,1
8.71674793698963E+017,1
8.71011093736559E+017,1
8.69923928793395E+017,1
8.69492549890838E+017,1
8.67749606670701E+017,0
8.66680059595285E+017,1
8.64312053930095E+017,1
8.64140830155715E+017,1
8.64125730434765E+017,1
8.62011794428224E+017,1
8.61910237967765E+017,1
8.61559808360681E+017,1
8.61528165059097E+017,1
8.61515573053862E+017,0
8.61507884097601E+017,0
8.61462541729489E+017,1
8.60428281937613E+017,1
8.59704624886026E+017,1
8.59586599251849E+017,1
8.58202322761134E+017,1
8.57965127420658E+017,1
8.57602740830077E+017,1
8.56877980420887E+017,1
8.56808590337823E+017,0
8.56789628749218E+017,1
8.56515579796103E+017,1
8.5542862976075E+017,1
8.52759231841223E+017,1
8.52620961174114E+017,1
8.52402618982847E+017,1
8.52348560796516E+017,1
8.51802181007278E+017,1
8.50362719844696E+017,1
8.5003340251442E+017,1
8.49956547476193E+017,1
8.46670709510324E+017,1
8.45281560781865E+017,1
8.43469616613671E+017,0
8.39483356580459E+017,1
8.37309035200205E+017,1
8.37287311339622E+017,1
