id,prediction
0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,0
13,0
14,1
15,0
16,0
17,1
18,0
19,1
20,1
21,0
22,1
23,0
24,1
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,1
33,1
34,0
35,0
36,1
37,0
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,1
46,1
47,1
48,0
49,1
50,0
51,0
52,0
53,1
54,0
55,0
56,0
57,0
58,1
59,0
60,1
61,1
62,0
63,0
64,1
65,0
66,0
67,1
68,0
69,1
70,1
71,0
72,0
73,1
74,1
75,1
76,0
77,0
78,0
79,1
80,0
81,1
82,1
83,1
84,1
85,1
86,1
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,1
95,0
96,0
97,1
98,0
99,0
100,1
101,1
102,1
103,0
104,0
105,1
106,0
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,1
115,1
116,1
117,0
118,0
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,0
131,1
132,0
133,0
134,1
135,0
136,1
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,0
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,1
165,1
166,1
167,0
168,1
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,0
188,1
189,0
190,0
191,0
192,1
193,1
194,1
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,1
206,0
207,0
208,1
209,1
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,1
218,1
219,0
220,0
221,0
222,0
223,0
224,0
225,1
226,1
227,1
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,1
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,0
248,0
249,1
250,0
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,0
273,1
274,0
275,1
276,0
277,0
278,0
279,1
280,1
281,0
282,0
283,1
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,1
307,0
308,0
309,1
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,1
318,0
319,1
320,0
321,0
322,1
323,1
324,1
325,0
326,0
327,0
328,1
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,1
340,0
341,1
342,0
343,1
344,0
345,1
346,0
347,0
348,0
349,0
350,0
351,1
352,0
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,1
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,1
379,1
380,1
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,1
391,0
392,0
393,1
394,1
395,1
396,0
397,1
398,0
399,1
400,0
401,0
402,1
403,0
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,1
415,0
416,0
417,1
418,1
419,1
420,0
421,0
422,0
423,1
424,1
425,1
426,0
427,1
428,0
429,1
430,1
431,0
432,1
433,1
434,1
435,1
436,0
437,0
438,1
439,1
440,1
441,1
442,1
443,0
444,0
445,1
446,1
447,0
448,0
449,1
450,0
451,1
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,1
461,1
462,1
463,1
464,1
465,0
466,1
467,1
468,0
469,0
470,0
471,1
472,1
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,1
481,0
482,1
483,1
484,1
485,0
486,1
487,1
488,0
489,0
490,1
491,0
492,1
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,0
501,1
502,0
503,1
504,1
505,0
506,0
507,1
508,0
509,0
510,0
511,1
512,0
513,0
514,0
515,0
516,1
517,0
518,0
519,1
520,0
521,0
522,1
523,0
524,0
525,1
526,1
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,1
535,0
536,0
537,0
538,1
539,0
540,1
541,0
542,0
543,1
544,1
545,1
546,1
547,1
548,0
549,1
550,1
551,0
552,1
553,0
554,1
555,1
556,1
557,1
558,0
559,1
560,1
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,1
580,1
581,0
582,1
583,0
584,1
585,0
586,0
587,0
588,1
589,0
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,1
603,0
604,0
605,1
606,0
607,0
608,1
609,1
610,1
611,0
612,1
613,1
614,1
615,0
616,1
617,0
618,0
619,1
620,0
621,1
622,0
623,1
624,0
625,1
626,0
627,0
628,0
629,0
630,1
631,0
632,1
633,1
634,0
635,1
636,0
637,1
638,1
639,0
640,0
641,0
642,1
643,1
644,1
645,0
646,0
647,1
648,1
649,0
650,0
651,1
652,0
653,1
654,1
655,0
656,1
657,1
658,0
659,1
660,1
661,0
662,0
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,0
673,0
674,0
675,0
676,1
677,0
678,0
679,0
680,1
681,1
682,1
683,0
684,1
685,1
686,0
687,0
688,1
689,1
690,0
691,1
692,0
693,1
694,0
695,1
696,1
697,1
698,1
699,0
700,1
701,1
702,0
703,1
704,1
705,0
706,1
707,0
708,1
709,1
710,0
711,1
712,1
713,1
714,0
715,1
716,1
717,1
718,1
719,1
720,0
721,1
722,1
723,0
724,1
725,1
726,1
727,1
728,1
729,1
730,0
731,0
732,0
733,1
734,1
735,1
736,1
737,1
738,1
739,0
740,0
741,0
742,0
743,1
744,0
745,1
746,1
747,0
748,1
749,0
750,1
751,0
752,1
753,0
754,1
755,0
756,1
757,1
758,1
759,0
760,1
761,1
762,1
763,0
764,0
765,1
766,1
767,1
768,0
769,1
770,1
771,1
772,0
773,0
774,1
775,0
776,0
777,1
778,1
779,1
780,0
781,0
782,1
783,1
784,0
785,0
786,1
787,0
788,1
789,1
790,0
791,0
792,1
793,0
794,1
795,0
796,1
797,0
798,1
799,0
800,1
801,1
802,1
803,1
804,0
805,0
806,0
807,1
808,1
809,0
810,0
811,1
812,0
813,0
814,1
815,1
816,0
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,0
825,0
826,1
827,1
828,0
829,1
830,1
831,0
832,1
833,0
834,0
835,0
836,0
837,1
838,0
839,0
840,1
841,0
842,0
843,0
844,1
845,0
846,1
847,1
848,1
849,1
850,1
851,1
852,0
853,0
854,1
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,0
863,0
864,1
865,1
866,1
867,1
868,0
869,0
870,1
871,0
872,1
873,1
874,1
875,0
876,0
877,0
878,0
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,0
892,1
893,0
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,0
903,0
904,0
905,1
906,0
907,0
908,0
909,1
910,1
911,1
912,0
913,0
914,0
915,1
916,0
917,0
918,1
919,0
920,0
921,0
922,1
923,1
924,1
925,1
926,0
927,1
928,1
929,0
930,1
931,1
932,1
933,0
934,1
935,0
936,1
937,0
938,0
939,0
940,1
941,0
942,0
943,1
944,1
945,1
946,0
947,1
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,1
956,1
957,1
958,0
959,1
960,0
961,1
962,0
963,1
964,0
965,0
966,0
967,1
968,1
969,1
970,0
971,0
972,0
973,1
974,0
