id,prediction
1.23284027041411E+018,1
1.23261990470626E+018,1
1.23259760712348E+018,1
1.23216240387127E+018,1
1.23182555737932E+018,1
1.2318183812146E+018,1
1.23111271681693E+018,1
1.23076777757042E+018,1
1.23001565670111E+018,1
1.22971209507727E+018,1
1.22970920257628E+018,1
1.2288766545352E+018,1
1.22851426530213E+018,1
1.22826015308827E+018,1
1.22720645552E+018,1
1.22718258175139E+018,1
1.22711354832676E+018,1
1.2252935689165E+018,1
1.22527881796876E+018,1
1.2249853538425E+018,1
1.22497941787474E+018,1
1.22430424861741E+018,1
1.22325119793259E+018,1
1.22271606171761E+018,1
1.222716061231E+018,1
1.22245840222532E+018,1
1.22172031460802E+018,1
1.22166447242049E+018,1
1.22165524462449E+018,1
1.22070334640065E+018,1
1.22031704456814E+018,1
1.22020782284935E+018,1
1.21996047241961E+018,1
1.21620817763037E+018,1
1.21525004392346E+018,1
1.21439235138227E+018,1
1.21409504099531E+018,1
1.21156114573734E+018,1
1.21047285182174E+018,1
1.20788155623433E+018,1
1.20788097958463E+018,1
1.20688457841113E+018,1
1.20545705610444E+018,1
1.20435801129847E+018,1
1.20434448192503E+018,1
1.2018310353544E+018,1
1.20141783628085E+018,1
1.20136882873693E+018,1
1.20026104030865E+018,1
1.19709618949108E+018,1
1.19629979040288E+018,1
1.19486960388256E+018,1
1.19465441800152E+018,1
1.19336264326583E+018,1
1.19051212199977E+018,1
1.19025029701009E+018,1
1.18903102902734E+018,1
1.18903020809302E+018,1
1.18874125142983E+018,1
1.18834960310145E+018,1
1.18829676192572E+018,1
1.18828921407018E+018,1
1.18793437409803E+018,1
1.18744364584825E+018,1
1.18728005856788E+018,1
1.18612243483714E+018,1
1.18369727179334E+018,1
1.18221301784231E+018,1
1.17821164917547E+018,1
1.17720402276121E+018,1
1.17672883093914E+018,1
1.17671277166642E+018,1
1.17466601390181E+018,1
1.17465840964545E+018,1
1.17391184143054E+018,1
1.16993630909755E+018,1
1.16952232728721E+018,1
1.16951828475822E+018,1
1.16664082654762E+018,1
1.16622593337792E+018,1
1.16366951780708E+018,1
1.1633071321854E+018,0
1.16185758815954E+018,1
1.15990579916807E+018,0
1.15605936717685E+018,1
1.15533459725056E+018,0
1.15291540018039E+018,1
1.1522881565882E+018,1
1.15228709363436E+018,1
1.15218758188025E+018,1
1.15207311685349E+018,1
1.15097084689222E+018,1
1.15097084583521E+018,1
1.15027205332647E+018,1
1.14673849137356E+018,1
1.14448489401523E+018,1
1.14390840667726E+018,1
1.14306979023322E+018,0
1.14306952272474E+018,1
1.1426510155751E+018,1
1.14228862621629E+018,1
1.1412845247327E+018,1
1.13700947229805E+018,1
1.13687404341031E+018,1
1.13651470101203E+018,1
1.13471637170134E+018,1
1.13445796542599E+018,1
1.1341010920384E+018,1
1.13397163611634E+018,1
1.13360179091241E+018,1
1.13360042404744E+018,1
1.13287400977785E+018,1
1.13149489108146E+018,1
1.13114687440718E+018,1
1.12683174324226E+018,1
1.126027507617E+018,1
1.12580807478509E+018,1
1.12577207313189E+018,1
1.12576230343605E+018,1
1.12567493779095E+018,1
1.1256748096256E+018,1
1.12567421008334E+018,1
1.12567392779414E+018,1
1.1256709619557E+018,1
1.12457662815409E+018,1
1.12275830158481E+018,1
1.12275412227536E+018,1
1.11917415108704E+018,1
1.11878150236241E+018,1
1.11872921786319E+018,1
1.11769783013786E+018,1
1.11735938185375E+018,1
1.11711595160081E+018,1
1.11698845180984E+018,1
1.11695788286245E+018,1
1.1156060081628E+018,1
1.11547194468878E+018,0
1.11522362826888E+018,1
1.11362234150909E+018,1
1.11306932472031E+018,1
1.11299359852042E+018,1
1.11271908784987E+018,1
1.11045760525881E+018,1
1.10802091577684E+018,1
1.10786975158022E+018,1
1.10651945203476E+018,1
1.10359856166351E+018,1
1.10359566042139E+018,0
1.1026018838463E+018,1
1.10098934681808E+018,1
1.10037383693412E+018,1
1.10037215903219E+018,1
1.09825778124773E+018,1
1.0980694570359E+018,1
1.09708310626205E+018,1
1.09644019529192E+018,1
1.0962258234707E+018,0
1.0956458739571E+018,0
1.09551981529539E+018,1
1.09514319937333E+018,1
1.09342520805521E+018,1
1.0921300372041E+018,1
1.09166217335543E+018,1
1.09023921774832E+018,1
1.09012732860319E+018,1
1.088812712661E+018,1
1.08686568260664E+018,1
1.08648325056904E+018,1
1.08325627297823E+018,1
1.08257659174445E+018,1
1.08231729542525E+018,1
1.08221201573562E+018,1
1.08216727881533E+018,1
1.08215486434658E+018,1
1.08150789363394E+018,0
1.07975365451559E+018,1
1.07975351881724E+018,1
1.07727045529834E+018,1
1.07707828798E+018,1
1.07707779058168E+018,1
1.07672742979884E+018,1
1.07582090432246E+018,1
1.07574507845742E+018,1
1.07499068750921E+018,1
1.07490859808016E+018,1
1.07490693224526E+018,1
1.07338911016795E+018,1
1.07265568605043E+018,1
1.0714359696881E+018,1
1.0714349854862E+018,1
1.07102922467104E+018,1
1.06873117796237E+018,1
1.06873018611853E+018,1
1.06872903211872E+018,1
1.06848623237476E+018,1
1.06627426251897E+018,1
1.0662741670272E+018,1
1.06561848736676E+018,1
1.06546038072447E+018,1
1.06349958578671E+018,1
1.06349957567844E+018,1
1.0634995714506E+018,1
1.06322189064948E+018,1
1.0626859586997E+018,1
1.06233382386472E+018,0
1.06223414020295E+018,1
1.0607774504923E+018,1
1.06008301475822E+018,1
1.05822439351443E+018,1
1.05678459334345E+018,1
1.05675983814584E+018,1
1.05602899008597E+018,1
1.05434318856615E+018,1
1.05385466083724E+018,1
1.05365493067265E+018,1
1.05221731714315E+018,1
1.05131810241851E+018,1
1.05097612868323E+018,1
1.05062575690724E+018,1
1.05061262194094E+018,1
1.05055553669171E+018,1
1.04927826546081E+018,1
1.04844585654894E+018,1
1.04780805562099E+018,1
1.04732164093206E+018,1
1.04731930757784E+018,1
1.04416199902471E+018,1
1.04277753545545E+018,1
1.04057075635308E+018,1
1.04047081960694E+018,1
1.03759725402926E+018,0
1.03369845646693E+018,1
1.03369811148543E+018,1
1.02997725747166E+018,1
1.02959474944179E+018,1
1.02786056536699E+018,0
1.02494821919993E+018,0
1.02449182766195E+018,1
1.02342543472007E+018,1
1.0230555538478E+018,1
1.0227194185587E+018,1
1.02235473546083E+018,1
1.02167304539032E+018,1
1.02088119509633E+018,1
1.02049105711126E+018,0
1.0194851078564E+018,1
1.01794680721162E+018,1
1.01773191878207E+018,1
1.0170259563456E+018,1
1.01698920204969E+018,1
1.01691508065343E+018,1
1.015532162421E+018,1
1.0154415491555E+018,1
1.01539252082461E+018,1
1.01441409439111E+018,1
1.01406917440913E+018,1
1.01358669562572E+018,1
1.01269435360772E+018,1
1.01258401890959E+018,1
1.01256139831082E+018,1
1.01231575130537E+018,1
1.01221631540532E+018,1
1.01221357630659E+018,1
1.0115245678007E+018,0
1.01152353305318E+018,1
1.01150640125502E+018,1
1.0114930545938E+018,1
1.01118310098505E+018,1
1.01110580729794E+018,1
1.01088832914595E+018,1
1.01041321880675E+018,1
1.01004290639089E+018,1
1.00969647650989E+018,0
1.00904780445755E+018,1
1.00887997000803E+018,1
1.00861746938726E+018,1
1.00814882232785E+018,1
1.0077823733653E+018,1
1.00722819834043E+018,1
1.0065576224749E+018,1
1.0058572226461E+018,1
1.00551917012392E+018,1
1.00454327384993E+018,1
1.004008238164E+018,1
1.00352601745602E+018,1
1.00249214758767E+018,1
1.00208331648328E+018,1
1.0017682499928E+018,1
1.00136457084843E+018,1
9.99594965092061E+017,1
9.99588144134505E+017,1
9.99353686282322E+017,1
9.9927500787114E+017,1
9.9850909326977E+017,1
9.9769206135149E+017,1
9.93952424749556E+017,1
9.93934890377794E+017,1
9.93925368603017E+017,1
9.93921764664132E+017,1
9.93921112529551E+017,1
9.93921057831596E+017,0
9.93921010121433E+017,1
9.93920990324314E+017,1
9.93883425399427E+017,1
9.92970219415982E+017,1
9.91624002765443E+017,1
9.91272969619026E+017,1
9.90521123178795E+017,1
9.88340627245945E+017,1
9.86875707518173E+017,1
9.85753345074774E+017,1
9.84631308528763E+017,1
9.83982068421005E+017,1
9.83665319821492E+017,1
9.82208209686381E+017,1
9.81864188501836E+017,1
9.78102619230028E+017,1
9.76379979264025E+017,1
9.75279183000568E+017,1
9.74211299528753E+017,1
9.73112129073988E+017,1
9.71376105348198E+017,1
9.70916896810795E+017,1
9.70184566127251E+017,1
9.66514657824457E+017,1
9.66513859740582E+017,1
